Student_ID,Study_Hours,Attendance,Previous_Marks,Assignments,Internal_Marks,Final_Result
27526,8,97,75,36,51,Pass
27527,1,46,30,57,43,Fail
27528,9,47,38,91,45,Fail
27529,4,74,78,44,46,Fail
27530,2,75,90,32,61,Pass
27531,4,90,64,34,62,Pass
27532,8,76,36,97,44,Fail
27533,1,84,51,50,78,Pass
27534,9,62,78,65,85,Pass
27535,8,99,97,64,54,Pass
27536,5,84,84,79,38,Fail
27537,8,85,84,96,90,Pass
27538,7,95,71,30,75,Pass
27539,9,81,71,66,64,Pass
27540,7,98,49,34,78,Pass
27541,4,41,97,41,34,Fail
27542,7,91,95,33,67,Pass
27543,9,93,35,33,54,Pass
27544,3,81,50,40,59,Pass
27545,4,42,72,84,90,Fail
27546,2,65,80,63,41,Fail
27547,2,60,89,35,41,Fail
27548,4,84,92,84,63,Pass
27549,6,51,90,36,35,Fail
27550,8,61,55,43,80,Pass
27551,2,84,94,78,63,Pass
27552,4,47,70,81,69,Fail
27553,5,67,36,36,30,Fail
27554,3,84,91,64,66,Pass
27555,7,41,66,38,52,Fail
27556,3,74,70,80,34,Fail
27557,8,49,93,32,90,Fail
27558,6,64,54,80,95,Pass
27559,1,60,86,64,46,Fail
27560,1,56,76,91,36,Fail
27561,5,89,53,68,53,Pass
27562,1,81,73,60,42,Fail
27563,1,69,61,65,73,Pass
27564,1,68,99,84,34,Fail
27565,8,49,80,72,65,Fail
27566,6,68,58,34,71,Pass
27567,9,48,65,99,55,Fail
27568,6,69,62,91,89,Pass
27569,3,78,99,52,58,Pass
27570,5,94,75,84,49,Fail
27571,9,47,41,75,38,Fail
27572,6,47,76,59,89,Fail
27573,3,59,51,77,63,Fail
27574,2,54,84,77,98,Fail
27575,4,58,64,71,84,Fail
27576,4,97,99,32,91,Pass
27577,9,89,37,85,43,Fail
27578,3,66,34,47,90,Pass
27579,3,44,42,56,85,Fail
27580,5,66,85,81,61,Pass
27581,2,84,37,79,63,Pass
27582,9,62,73,44,94,Pass
27583,6,81,54,68,86,Pass
27584,6,56,74,33,31,Fail
27585,4,69,99,80,77,Pass
27586,2,97,37,88,38,Fail
27587,4,98,39,59,82,Pass
27588,4,49,60,85,30,Fail
27589,2,42,39,85,71,Fail
27590,1,52,82,47,96,Fail
27591,9,64,91,32,76,Pass
27592,8,94,36,60,55,Pass
27593,1,90,87,44,82,Pass
27594,7,51,77,80,64,Fail
27595,1,42,43,58,49,Fail
27596,4,73,68,79,31,Fail
27597,7,44,36,97,41,Fail
27598,1,49,38,37,72,Fail
27599,8,61,84,52,32,Fail
27600,2,91,90,59,49,Fail
27601,1,86,89,60,94,Pass
27602,2,56,40,91,67,Fail
27603,4,40,31,53,44,Fail
27604,5,53,53,97,98,Fail
27605,4,67,94,97,65,Pass
27606,8,74,93,54,91,Pass
27607,8,42,79,31,94,Fail
27608,3,43,51,44,81,Fail
27609,2,71,45,30,36,Fail
27610,3,62,61,82,62,Pass
27611,6,68,77,78,37,Fail
27612,3,52,71,73,38,Fail
27613,9,99,58,66,59,Pass
27614,1,83,64,95,75,Pass
27615,4,86,35,72,44,Fail
27616,6,97,87,97,99,Pass
27617,8,85,31,54,70,Pass
27618,7,86,74,75,88,Pass
27619,7,84,74,57,47,Fail
27620,5,74,75,88,51,Pass
27621,8,77,50,48,30,Fail
27622,7,65,82,71,56,Pass
27623,2,45,37,46,88,Fail
27624,5,91,38,51,55,Pass
27625,8,63,96,47,75,Pass
27626,9,40,66,65,50,Fail
27627,2,60,50,70,61,Pass
27628,6,69,83,42,64,Pass
27629,3,70,60,73,97,Pass
27630,3,42,69,94,81,Fail
27631,7,53,63,96,79,Fail
27632,5,74,60,51,70,Pass
27633,5,90,71,35,86,Pass
27634,3,87,81,34,47,Fail
27635,1,46,56,57,94,Fail
27636,1,77,85,95,98,Pass
27637,4,50,98,49,88,Fail
27638,9,54,85,65,98,Fail
27639,3,81,96,86,57,Pass
27640,5,97,71,45,62,Pass
27641,7,84,89,56,91,Pass
27642,7,49,49,43,58,Fail
27643,9,82,39,73,45,Fail
27644,8,52,80,55,49,Fail
27645,5,43,81,34,77,Fail
27646,3,72,31,67,40,Fail
27647,2,99,87,81,37,Fail
27648,5,65,40,99,54,Pass
27649,8,41,90,88,52,Fail
27650,4,99,50,44,73,Pass
27651,8,44,62,49,84,Fail
27652,5,49,97,93,69,Fail
27653,7,54,31,44,52,Fail
27654,4,91,62,47,39,Fail
27655,4,41,90,42,87,Fail
27656,6,42,96,88,46,Fail
27657,8,72,93,36,59,Pass
27658,6,50,80,46,45,Fail
27659,1,86,59,68,34,Fail
27660,4,93,42,79,78,Pass
27661,4,67,84,38,80,Pass
27662,4,96,81,82,86,Pass
27663,9,49,66,62,48,Fail
27664,2,51,94,43,90,Fail
27665,2,45,43,80,51,Fail
27666,9,87,85,34,87,Pass
27667,2,89,66,51,69,Pass
27668,6,41,91,75,31,Fail
27669,7,73,94,66,59,Pass
27670,6,67,87,59,63,Pass
27671,9,92,55,95,52,Pass
27672,2,53,42,95,74,Fail
27673,7,67,62,33,69,Pass
27674,7,75,62,82,75,Pass
27675,3,61,37,54,60,Pass
27676,8,81,43,97,75,Pass
27677,9,75,63,42,35,Fail
27678,9,57,97,87,80,Fail
27679,7,83,38,37,34,Fail
27680,4,94,36,35,58,Pass
27681,9,42,34,96,57,Fail
27682,4,56,74,50,77,Fail
27683,1,62,37,50,32,Fail
27684,5,93,90,81,91,Pass
27685,6,61,33,55,66,Pass
27686,8,77,66,60,79,Pass
27687,9,91,34,83,36,Fail
27688,6,90,81,58,76,Pass
27689,9,55,52,35,53,Fail
27690,5,40,62,45,55,Fail
27691,7,95,61,30,62,Pass
27692,5,60,62,78,83,Pass
27693,8,73,62,56,68,Pass
27694,7,62,86,61,53,Pass
27695,1,74,79,96,37,Fail
27696,8,68,68,88,76,Pass
27697,9,46,84,52,93,Fail
27698,2,84,70,66,84,Pass
27699,8,66,66,61,66,Pass
27700,9,55,38,64,76,Fail
27701,7,54,80,60,98,Fail
27702,3,99,68,97,86,Pass
27703,6,76,67,65,97,Pass
27704,4,77,50,89,32,Fail
27705,3,53,62,84,61,Fail
27706,7,60,93,41,83,Pass
27707,7,48,99,32,89,Fail
27708,6,68,48,58,99,Pass
27709,6,59,89,99,30,Fail
27710,2,51,44,59,47,Fail
27711,8,72,66,75,68,Pass
27712,6,45,32,62,95,Fail
27713,8,64,40,38,58,Pass
27714,3,66,90,62,88,Pass
27715,9,63,38,72,44,Fail
27716,1,94,32,87,81,Pass
27717,9,52,88,92,30,Fail
27718,3,91,89,90,68,Pass
27719,4,49,77,93,59,Fail
27720,3,87,63,85,71,Pass
27721,8,43,39,43,73,Fail
27722,5,67,38,66,34,Fail
27723,1,40,91,32,70,Fail
27724,5,75,58,38,67,Pass
27725,4,65,67,31,67,Pass
27726,7,97,89,41,59,Pass
27727,1,96,48,86,33,Fail
27728,6,84,61,63,55,Pass
27729,6,68,55,80,39,Fail
27730,5,51,98,44,57,Fail
27731,3,89,95,92,56,Pass
27732,8,57,35,30,38,Fail
27733,1,65,39,71,82,Pass
27734,9,92,66,68,77,Pass
27735,2,62,94,76,73,Pass
27736,3,62,39,62,36,Fail
27737,7,41,30,62,81,Fail
27738,2,43,86,98,55,Fail
27739,3,52,65,33,30,Fail
27740,5,90,48,81,84,Pass
27741,5,87,87,52,86,Pass
27742,6,55,50,90,62,Fail
27743,1,71,91,37,58,Pass
27744,5,56,81,77,78,Fail
27745,2,66,41,51,35,Fail
27746,4,85,67,72,85,Pass
27747,3,96,44,60,91,Pass
27748,1,55,59,91,62,Fail
27749,3,66,81,40,95,Pass
27750,4,49,33,65,51,Fail
27751,9,68,85,47,64,Pass
27752,7,71,30,48,99,Pass
27753,3,82,53,96,92,Pass
27754,4,42,35,44,43,Fail
27755,7,96,94,74,57,Pass
27756,1,69,37,85,38,Fail
27757,6,91,83,49,70,Pass
27758,8,53,86,84,99,Fail
27759,7,52,61,91,53,Fail
27760,2,50,35,46,69,Fail
27761,7,56,81,87,72,Fail
27762,2,87,33,96,69,Pass
27763,2,65,74,48,36,Fail
27764,2,89,44,40,73,Pass
27765,3,69,74,41,71,Pass
27766,2,96,86,85,78,Pass
27767,2,49,98,67,97,Fail
27768,6,82,68,58,69,Pass
27769,2,59,67,80,86,Fail
27770,4,73,85,93,70,Pass
27771,2,47,92,71,30,Fail
27772,1,77,76,55,32,Fail
27773,1,67,34,57,90,Pass
27774,3,48,30,40,99,Fail
27775,4,70,95,79,85,Pass
27776,7,75,59,45,64,Pass
27777,7,73,42,56,80,Pass
27778,3,90,85,99,35,Fail
27779,1,72,63,39,34,Fail
27780,3,63,55,70,92,Pass
27781,8,43,69,64,43,Fail
27782,1,94,68,58,86,Pass
27783,3,90,57,83,59,Pass
27784,8,52,61,52,66,Fail
27785,1,65,83,80,52,Pass
27786,3,70,93,64,56,Pass
27787,4,85,92,90,77,Pass
27788,8,68,90,68,85,Pass
27789,5,90,46,81,53,Pass
27790,4,99,46,66,70,Pass
27791,9,56,62,49,30,Fail
27792,9,65,72,81,50,Pass
27793,1,69,69,87,51,Pass
27794,4,94,93,31,94,Pass
27795,6,98,96,56,37,Fail
27796,7,95,96,98,77,Pass
27797,2,82,86,48,76,Pass
27798,1,57,73,67,35,Fail
27799,3,70,98,73,36,Fail
27800,3,43,71,31,84,Fail
27801,4,41,94,43,54,Fail
27802,3,55,63,83,58,Fail
27803,4,42,97,59,94,Fail
27804,6,57,37,94,39,Fail
27805,9,72,71,52,87,Pass
27806,3,59,62,67,65,Fail
27807,1,56,86,61,44,Fail
27808,6,58,77,50,71,Fail
27809,3,81,89,56,75,Pass
27810,1,65,54,92,93,Pass
27811,7,75,71,31,76,Pass
27812,1,46,43,67,47,Fail
27813,6,79,86,68,57,Pass
27814,1,45,42,51,72,Fail
27815,2,62,37,53,62,Pass
27816,5,57,63,36,49,Fail
27817,4,89,67,66,98,Pass
27818,7,50,85,33,48,Fail
27819,3,40,98,68,47,Fail
27820,7,54,84,47,85,Fail
27821,6,60,85,62,41,Fail
27822,8,93,62,42,83,Pass
27823,6,56,89,46,38,Fail
27824,4,82,58,76,49,Fail
27825,9,60,30,72,56,Pass
27826,1,82,46,83,95,Pass
27827,1,62,95,34,90,Pass
27828,4,56,52,49,68,Fail
27829,2,52,85,72,70,Fail
27830,4,44,87,36,47,Fail
27831,9,94,47,55,50,Pass
27832,8,72,48,54,61,Pass
27833,8,44,63,78,72,Fail
27834,1,63,65,88,35,Fail
27835,9,58,54,85,65,Fail
27836,7,49,89,37,74,Fail
27837,6,88,86,76,37,Fail
27838,9,41,75,88,80,Fail
27839,4,67,48,43,56,Pass
27840,7,54,36,56,81,Fail
27841,8,79,80,97,36,Fail
27842,4,69,72,42,58,Pass
27843,4,66,92,78,45,Fail
27844,4,93,58,36,37,Fail
27845,4,44,87,91,84,Fail
27846,9,48,89,36,31,Fail
27847,3,42,61,44,70,Fail
27848,2,44,66,37,69,Fail
27849,8,62,68,56,66,Pass
27850,6,51,70,37,69,Fail
27851,3,76,90,82,46,Fail
27852,3,90,35,45,95,Pass
27853,2,43,90,39,94,Fail
27854,6,76,88,86,32,Fail
27855,3,71,45,49,49,Fail
27856,5,52,60,36,52,Fail
27857,1,58,36,68,43,Fail
27858,8,72,98,63,36,Fail
27859,8,66,73,54,57,Pass
27860,5,75,35,70,97,Pass
27861,9,64,33,33,81,Pass
27862,1,97,52,92,41,Fail
27863,7,41,31,61,51,Fail
27864,4,84,66,78,51,Pass
27865,9,59,63,37,82,Fail
27866,4,55,37,76,87,Fail
27867,9,45,89,37,80,Fail
27868,2,88,76,49,55,Pass
27869,5,53,87,51,73,Fail
27870,8,87,78,65,55,Pass
27871,8,66,92,55,93,Pass
27872,1,73,91,97,46,Fail
27873,1,83,49,46,77,Pass
27874,2,45,98,95,48,Fail
27875,7,87,31,36,65,Pass
27876,3,49,67,39,36,Fail
27877,3,63,41,83,48,Fail
27878,9,74,58,69,56,Pass
27879,5,64,54,75,38,Fail
27880,1,58,58,66,77,Fail
27881,3,63,55,80,30,Fail
27882,7,45,56,69,54,Fail
27883,6,66,68,45,86,Pass
27884,6,56,57,75,98,Fail
27885,5,70,60,94,49,Fail
27886,5,49,68,50,49,Fail
27887,4,79,44,65,80,Pass
27888,7,83,82,89,99,Pass
27889,3,75,35,93,59,Pass
27890,9,45,37,55,91,Fail
27891,3,73,54,68,84,Pass
27892,6,91,38,56,62,Pass
27893,1,87,91,76,80,Pass
27894,8,81,33,38,80,Pass
27895,1,58,46,36,53,Fail
27896,8,77,79,75,31,Fail
27897,4,47,43,53,99,Fail
27898,5,41,96,52,32,Fail
27899,8,63,63,73,44,Fail
27900,1,47,54,97,55,Fail
27901,8,88,93,92,42,Fail
27902,9,56,75,66,42,Fail
27903,5,67,55,67,84,Pass
27904,9,80,89,79,35,Fail
27905,9,70,66,66,38,Fail
27906,3,53,67,51,80,Fail
27907,2,74,68,92,38,Fail
27908,6,62,39,55,55,Pass
27909,4,51,35,50,69,Fail
27910,2,88,35,89,99,Pass
27911,8,71,54,46,34,Fail
27912,7,46,53,33,86,Fail
27913,2,81,31,60,57,Pass
27914,7,44,72,69,82,Fail
27915,8,40,42,38,51,Fail
27916,1,85,48,65,81,Pass
27917,5,45,62,49,48,Fail
27918,2,77,90,37,52,Pass
27919,9,84,85,81,46,Fail
27920,9,82,98,39,76,Pass
27921,4,54,58,86,76,Fail
27922,8,65,33,74,85,Pass
27923,3,87,60,72,79,Pass
27924,9,64,56,54,53,Pass
27925,3,88,76,71,47,Fail
27926,5,67,58,61,82,Pass
27927,8,80,88,53,55,Pass
27928,8,70,30,35,31,Fail
27929,8,92,35,59,44,Fail
27930,5,73,85,51,37,Fail
27931,3,88,78,76,75,Pass
27932,3,40,99,41,99,Fail
27933,2,55,89,64,95,Fail
27934,9,57,34,93,40,Fail
27935,6,44,47,46,99,Fail
27936,8,46,30,59,88,Fail
27937,3,63,77,62,48,Fail
27938,2,53,77,35,82,Fail
27939,1,61,78,59,30,Fail
27940,8,93,44,39,86,Pass
27941,1,66,63,51,72,Pass
27942,6,65,51,43,54,Pass
27943,5,85,90,37,91,Pass
27944,3,76,92,75,61,Pass
27945,6,87,86,82,51,Pass
27946,9,78,41,60,33,Fail
27947,7,91,80,45,43,Fail
27948,6,59,63,54,88,Fail
27949,6,98,53,42,78,Pass
27950,7,96,85,89,68,Pass
27951,2,60,44,51,47,Fail
27952,8,70,93,89,54,Pass
27953,1,53,64,90,78,Fail
27954,6,42,66,45,52,Fail
27955,7,82,67,79,54,Pass
27956,5,76,34,40,80,Pass
27957,1,82,41,82,45,Fail
27958,1,71,99,58,48,Fail
27959,9,96,39,56,68,Pass
27960,1,65,92,30,76,Pass
27961,5,55,34,60,79,Fail
27962,3,55,37,69,72,Fail
27963,3,83,35,50,62,Pass
27964,3,53,55,77,47,Fail
27965,3,42,56,49,76,Fail
27966,4,80,35,59,40,Fail
27967,7,81,47,59,97,Pass
27968,4,73,36,38,52,Pass
27969,8,66,60,93,99,Pass
27970,7,65,48,70,86,Pass
27971,2,99,65,82,68,Pass
27972,6,68,93,32,49,Fail
27973,8,89,42,69,51,Pass
27974,6,75,93,55,60,Pass
27975,1,63,30,82,47,Fail
27976,1,63,39,31,81,Pass
27977,7,90,78,46,83,Pass
27978,1,83,58,78,55,Pass
27979,2,99,55,60,63,Pass
27980,7,45,66,40,84,Fail
27981,8,81,74,51,32,Fail
27982,4,57,92,35,88,Fail
27983,8,50,69,92,77,Fail
27984,1,98,44,57,72,Pass
27985,7,64,39,98,88,Pass
27986,8,62,32,76,34,Fail
27987,6,61,54,66,45,Fail
27988,1,66,30,89,75,Pass
27989,5,49,88,44,31,Fail
27990,6,61,56,39,56,Pass
27991,8,96,59,43,35,Fail
27992,2,60,46,98,60,Pass
27993,5,57,85,70,33,Fail
27994,5,76,67,36,46,Fail
27995,6,85,66,88,95,Pass
27996,7,81,49,52,77,Pass
27997,8,42,61,49,54,Fail
27998,3,91,98,60,39,Fail
27999,4,56,83,36,60,Fail
28000,8,43,53,77,83,Fail
28001,6,41,50,53,58,Fail
28002,7,68,93,58,43,Fail
28003,9,58,61,58,81,Fail
28004,2,96,53,42,53,Pass
28005,3,48,48,36,54,Fail
28006,8,64,65,84,95,Pass
28007,1,49,88,61,78,Fail
28008,7,98,66,85,52,Pass
28009,5,74,50,96,45,Fail
28010,2,67,55,80,59,Pass
28011,3,99,94,63,36,Fail
28012,3,67,34,93,45,Fail
28013,5,85,84,94,32,Fail
28014,1,63,87,94,90,Pass
28015,7,95,87,85,64,Pass
28016,8,94,49,89,53,Pass
28017,5,43,74,51,62,Fail
28018,3,67,56,36,98,Pass
28019,2,94,58,57,90,Pass
28020,9,65,60,33,78,Pass
28021,8,54,35,34,74,Fail
28022,8,77,61,69,78,Pass
28023,9,85,32,34,87,Pass
28024,1,41,99,42,33,Fail
28025,8,60,80,35,39,Fail
28026,3,49,32,37,31,Fail
28027,2,86,73,89,52,Pass
28028,7,49,85,71,32,Fail
28029,4,54,76,33,40,Fail
28030,5,81,94,97,83,Pass
28031,8,66,41,61,92,Pass
28032,7,74,93,69,63,Pass
28033,3,60,53,55,42,Fail
28034,8,92,60,64,52,Pass
28035,5,81,92,95,35,Fail
28036,3,68,86,97,76,Pass
28037,1,63,44,50,84,Pass
28038,9,60,47,59,57,Pass
28039,6,49,40,40,83,Fail
28040,9,73,51,76,71,Pass
28041,8,82,88,94,71,Pass
28042,3,77,92,49,44,Fail
28043,8,88,32,31,30,Fail
28044,4,65,93,31,30,Fail
28045,2,53,83,37,65,Fail
28046,4,99,40,38,69,Pass
28047,6,97,36,83,46,Fail
28048,9,53,39,94,93,Fail
28049,5,85,48,68,80,Pass
28050,5,44,86,45,63,Fail
28051,4,95,76,85,89,Pass
28052,3,69,30,64,74,Pass
28053,1,72,44,46,42,Fail
28054,1,78,44,79,56,Pass
28055,2,59,87,56,46,Fail
28056,6,56,35,65,92,Fail
28057,5,49,87,53,33,Fail
28058,1,92,34,79,95,Pass
28059,3,49,63,48,95,Fail
28060,7,45,94,38,48,Fail
28061,7,61,94,54,36,Fail
28062,5,59,62,43,48,Fail
28063,4,55,74,63,74,Fail
28064,3,71,53,56,83,Pass
28065,6,71,31,38,51,Pass
28066,6,54,36,95,82,Fail
28067,7,57,82,39,30,Fail
28068,1,46,92,76,77,Fail
28069,8,94,88,60,62,Pass
28070,5,96,92,59,47,Fail
28071,4,53,74,79,67,Fail
28072,9,62,87,80,64,Pass
28073,6,95,51,31,90,Pass
28074,3,76,49,53,61,Pass
28075,9,48,77,38,71,Fail
28076,3,75,71,90,31,Fail
28077,7,89,47,98,92,Pass
28078,4,85,51,93,82,Pass
28079,8,64,66,36,82,Pass
28080,4,44,89,35,74,Fail
28081,8,40,31,43,43,Fail
28082,8,86,53,93,71,Pass
28083,9,67,70,76,31,Fail
28084,7,61,33,36,37,Fail
28085,4,88,35,38,76,Pass
28086,5,73,56,47,63,Pass
28087,8,74,88,34,79,Pass
28088,3,65,40,38,65,Pass
28089,3,80,74,38,79,Pass
28090,6,76,74,60,37,Fail
28091,4,56,92,59,40,Fail
28092,1,51,53,49,85,Fail
28093,9,65,61,60,65,Pass
28094,4,64,91,71,65,Pass
28095,6,89,58,86,63,Pass
28096,2,42,81,69,34,Fail
28097,8,52,83,57,45,Fail
28098,1,42,39,86,33,Fail
28099,4,67,45,35,30,Fail
28100,5,77,38,33,75,Pass
28101,9,58,53,67,70,Fail
28102,3,48,44,80,64,Fail
28103,1,63,87,87,67,Pass
28104,1,45,31,43,86,Fail
28105,3,62,54,38,38,Fail
28106,4,76,72,90,39,Fail
28107,1,46,55,30,84,Fail
28108,2,92,65,61,34,Fail
28109,2,86,71,47,38,Fail
28110,4,83,63,81,83,Pass
28111,7,85,81,90,79,Pass
28112,4,88,54,98,73,Pass
28113,5,83,93,76,50,Pass
28114,1,48,56,58,98,Fail
28115,7,90,77,55,85,Pass
28116,7,82,49,91,45,Fail
28117,6,94,50,51,52,Pass
28118,2,77,82,96,94,Pass
28119,7,83,63,39,54,Pass
28120,1,75,51,39,80,Pass
28121,7,48,44,86,78,Fail
28122,5,52,50,32,90,Fail
28123,8,92,42,99,34,Fail
28124,9,49,45,74,86,Fail
28125,6,96,88,74,56,Pass
28126,5,86,40,32,80,Pass
28127,4,59,39,99,36,Fail
28128,7,41,76,93,78,Fail
28129,9,55,72,94,92,Fail
28130,7,58,53,83,71,Fail
28131,7,41,51,30,46,Fail
28132,3,64,47,52,46,Fail
28133,1,82,31,36,38,Fail
28134,6,74,33,31,46,Fail
28135,9,40,48,36,55,Fail
28136,2,86,88,56,38,Fail
28137,6,72,78,55,34,Fail
28138,7,89,37,56,65,Pass
28139,3,69,31,62,92,Pass
28140,8,90,97,56,81,Pass
28141,4,91,77,84,86,Pass
28142,1,64,80,77,57,Pass
28143,8,62,33,88,76,Pass
28144,6,57,56,77,62,Fail
28145,6,98,93,82,45,Fail
28146,4,92,78,99,79,Pass
28147,4,76,58,53,46,Fail
28148,3,61,75,85,54,Pass
28149,6,77,50,94,59,Pass
28150,7,64,30,30,86,Pass
28151,3,76,44,96,95,Pass
28152,5,56,63,60,41,Fail
28153,5,68,51,52,88,Pass
28154,5,67,58,56,79,Pass
28155,4,92,83,98,35,Fail
28156,2,82,94,70,77,Pass
28157,2,87,36,65,31,Fail
28158,6,95,51,96,63,Pass
28159,2,77,94,47,56,Pass
28160,3,46,40,61,88,Fail
28161,1,97,35,30,68,Pass
28162,3,40,89,70,86,Fail
28163,7,77,41,76,62,Pass
28164,6,65,66,50,71,Pass
28165,9,77,53,77,35,Fail
28166,1,41,95,67,33,Fail
28167,7,77,46,93,75,Pass
28168,9,64,92,80,34,Fail
28169,5,88,43,77,60,Pass
28170,4,53,63,38,56,Fail
28171,7,46,75,79,97,Fail
28172,8,58,77,68,73,Fail
28173,6,63,86,79,82,Pass
28174,4,82,42,81,61,Pass
28175,7,85,38,87,38,Fail
28176,6,52,87,64,87,Fail
28177,3,76,43,33,34,Fail
28178,8,56,31,90,45,Fail
28179,2,44,88,69,62,Fail
28180,7,42,58,62,89,Fail
28181,4,66,48,97,63,Pass
28182,5,61,54,83,41,Fail
28183,5,69,94,63,36,Fail
28184,5,44,90,59,61,Fail
28185,1,70,74,88,57,Pass
28186,7,55,30,30,51,Fail
28187,8,70,69,67,56,Pass
28188,8,65,95,93,34,Fail
28189,4,93,94,80,34,Fail
28190,1,43,99,71,77,Fail
28191,5,66,72,54,34,Fail
28192,8,60,98,50,54,Pass
28193,7,46,92,97,48,Fail
28194,4,84,84,73,51,Pass
28195,7,87,33,60,74,Pass
28196,7,53,92,45,46,Fail
28197,2,72,36,78,65,Pass
28198,3,63,46,31,87,Pass
28199,3,86,62,64,39,Fail
28200,9,94,56,60,39,Fail
28201,4,42,36,55,49,Fail
28202,6,64,69,96,99,Pass
28203,7,89,67,58,98,Pass
28204,7,80,97,83,44,Fail
28205,5,77,98,83,47,Fail
28206,8,75,44,62,42,Fail
28207,9,69,70,63,83,Pass
28208,9,98,65,46,98,Pass
28209,7,94,70,58,37,Fail
28210,2,90,71,34,63,Pass
28211,9,64,68,92,46,Fail
28212,4,92,39,77,30,Fail
28213,8,56,46,47,62,Fail
28214,8,42,37,99,31,Fail
28215,1,85,39,52,80,Pass
28216,8,82,55,95,90,Pass
28217,1,72,46,71,92,Pass
28218,8,41,50,93,58,Fail
28219,8,97,91,57,32,Fail
28220,7,43,74,56,63,Fail
28221,2,98,66,89,91,Pass
28222,8,51,63,45,57,Fail
28223,1,97,77,31,98,Pass
28224,8,41,87,44,57,Fail
28225,1,71,89,62,58,Pass
28226,2,70,87,75,97,Pass
28227,3,69,53,43,97,Pass
28228,4,50,76,72,51,Fail
28229,1,64,85,89,69,Pass
28230,9,50,85,34,45,Fail
28231,2,61,81,36,45,Fail
28232,9,86,35,52,43,Fail
28233,5,82,85,95,75,Pass
28234,9,82,65,59,64,Pass
28235,2,45,39,93,85,Fail
28236,1,81,83,84,87,Pass
28237,2,65,50,53,45,Fail
28238,1,52,49,83,65,Fail
28239,2,77,85,78,86,Pass
28240,5,58,93,36,90,Fail
28241,8,67,62,39,89,Pass
28242,4,65,37,57,75,Pass
28243,7,87,49,37,71,Pass
28244,1,63,36,49,70,Pass
28245,2,84,73,93,67,Pass
28246,7,64,85,98,88,Pass
28247,2,47,52,77,94,Fail
28248,3,55,50,39,83,Fail
28249,4,96,66,86,43,Fail
28250,5,79,79,71,68,Pass
28251,7,57,43,94,35,Fail
28252,4,98,76,65,58,Pass
28253,5,96,97,88,55,Pass
28254,5,88,37,37,81,Pass
28255,6,82,64,53,83,Pass
28256,6,80,62,78,97,Pass
28257,6,47,70,36,34,Fail
28258,2,99,56,97,86,Pass
28259,9,44,47,51,49,Fail
28260,5,83,34,94,50,Pass
28261,2,74,74,75,54,Pass
28262,5,68,61,77,44,Fail
28263,5,52,82,85,80,Fail
28264,2,94,63,62,84,Pass
28265,4,77,46,93,66,Pass
28266,5,78,65,85,38,Fail
28267,2,84,94,54,73,Pass
28268,5,47,37,39,90,Fail
28269,6,95,68,58,69,Pass
28270,7,82,83,98,41,Fail
28271,9,56,70,79,78,Fail
28272,4,90,85,67,73,Pass
28273,1,79,87,97,93,Pass
28274,8,87,52,98,99,Pass
28275,9,65,84,54,65,Pass
28276,9,92,81,56,47,Fail
28277,2,92,59,76,36,Fail
28278,2,44,91,36,53,Fail
28279,7,56,77,96,58,Fail
28280,8,41,56,63,34,Fail
28281,7,72,54,44,88,Pass
28282,2,48,52,32,51,Fail
28283,4,85,37,34,71,Pass
28284,3,80,75,32,38,Fail
28285,2,68,38,51,83,Pass
28286,6,42,75,94,53,Fail
28287,6,83,60,94,72,Pass
28288,1,63,86,32,83,Pass
28289,7,57,61,87,88,Fail
28290,1,66,33,68,89,Pass
28291,2,67,71,97,62,Pass
28292,5,65,57,54,42,Fail
28293,3,42,50,68,92,Fail
28294,7,80,74,70,97,Pass
28295,2,68,57,71,96,Pass
28296,4,61,47,37,40,Fail
28297,7,47,81,41,50,Fail
28298,9,95,34,69,91,Pass
28299,8,72,77,81,72,Pass
28300,1,76,46,69,96,Pass
28301,8,41,54,80,69,Fail
28302,6,89,48,54,81,Pass
28303,1,61,56,56,73,Pass
28304,1,51,33,33,41,Fail
28305,7,47,58,99,70,Fail
28306,9,89,71,39,96,Pass
28307,7,99,40,50,47,Fail
28308,7,55,76,84,75,Fail
28309,8,92,40,82,41,Fail
28310,3,90,94,73,49,Fail
28311,9,65,40,30,38,Fail
28312,2,71,75,69,88,Pass
28313,5,84,45,70,70,Pass
28314,4,99,42,50,50,Pass
28315,3,49,87,71,56,Fail
28316,2,82,40,38,80,Pass
28317,5,93,67,34,36,Fail
28318,5,89,35,84,56,Pass
28319,5,76,39,90,86,Pass
28320,8,82,75,94,87,Pass
28321,7,42,72,83,35,Fail
28322,6,94,56,95,57,Pass
28323,7,59,54,39,56,Fail
28324,3,64,50,87,65,Pass
28325,5,69,45,82,83,Pass
28326,5,76,62,77,50,Pass
28327,3,47,60,34,68,Fail
28328,2,40,70,73,91,Fail
28329,1,81,59,44,58,Pass
28330,6,57,86,56,72,Fail
28331,3,51,74,32,87,Fail
28332,5,98,68,72,66,Pass
28333,9,99,99,62,64,Pass
28334,1,53,30,37,39,Fail
28335,9,43,81,93,89,Fail
28336,4,52,54,77,35,Fail
28337,4,50,93,65,78,Fail
28338,7,88,62,84,57,Pass
28339,5,72,52,42,80,Pass
28340,5,44,93,36,89,Fail
28341,7,98,67,98,47,Fail
28342,6,74,69,61,43,Fail
28343,1,47,34,57,45,Fail
28344,7,75,56,65,53,Pass
28345,1,80,43,72,71,Pass
